Nem;Stílus;Csoport;Gyakorlat;Súlycsoport;Név;Egyesület;Születési év;Testsúly;Eredmény;Dátum;Helyszín;Verseny
Férfi;RAW;Junior;Fekvenyomás;-59kg;Orosi Tamás;Mérk Kinizsi SE;1996;57,70;100,5;2016.10.22;Zalaegerszeg;Junior RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Junior;Fekvenyomás;-66kg;Veres Ádám;Mérk Kinizsi SE;1996;65,95;145,0;2018.11.24-12.02;Kaunas (LTU);Junior RAW Erőemelő Európa Bajnokság
Férfi;RAW;Junior;Fekvenyomás;-74kg;Rácz Dávid;Mérk Kinizsi SE;1996;73,65;156,0;2015.05.01-02;Tab;Junior RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Junior;Fekvenyomás;-83kg;Konrád Gergely;Barcsi VSE;1992;82,10;170,0;2015.05.01-02;Tab;Junior RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Junior;Fekvenyomás;-93kg;Kulcsár Dávid;KeletEreje Nyíregyháza;1995;92,27;190,0;2017.06.15-25;Minszk (BLR);Junior RAW Erőemelő Világbajnokság
Férfi;RAW;Junior;Fekvenyomás;-105kg;Kulcsár Dávid;KeletEreje Nyíregyháza;1995;94, 95;197,5;2017.11.25-26;Kisbér;Junior RAW Erőemelő Csapatbajnokság
Férfi;RAW;Junior;Fekvenyomás;-120kg;Bereczki Szilárd;Sirius Lifting SE;1999;111,20;210,0;2021.08.28;Baja;II.o RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Junior;Fekvenyomás;120+kg;Bana Milán;Hajdúszoboszlói BSE;1998;149,40;225,0;2021.09.28;Halmstad (SWE);Junior RAW Erőemelő Világbajnokság
Férfi;RAW;Junior;Felhúzás;-53kg;Nagy Viktor;Herkules SE;1995;52,50;160,0;2018.10.06;Orosháza;Junior RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Junior;Felhúzás;-59kg;Barátosi Levente;BEAC;1997;58,15;172,5;2018.04.27-29;Kisbér;Junior RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Junior;Felhúzás;-66kg;Veres Ádám;Mérk Kinizsi SE;1996;65,95;230,0;2018.11.24-12.02;Kaunas (LTU);Junior RAW Erőemelő Európa Bajnokság
Férfi;RAW;Junior;Felhúzás;-74kg;Posta Krisztián;Vitalitás SE;2000;73,80;250,0;2021.09.27;Halmstad (SWE);Junior RAW Erőemelő Világbajnokság
Férfi;RAW;Junior;Felhúzás;-83kg;Kulcsár Dávid;Popeye Power Nyíregyháza;1995;82,74;275,0;2015.03.21-28;Pilsen (CZE);Junior RAW Erőemelő Európa Bajnokság
Férfi;RAW;Junior;Felhúzás;-93kg;Kulcsár Dávid;KeletEreje Nyíregyháza;1995;90,44;305,0;2017.03.12-19;Thisted (DEN);Junior RAW Erőemelő Európa Bajnokság
Férfi;RAW;Junior;Felhúzás;-105kg;Hegedűs Áron;Westfit Gym SE;1996;104,40;330,0;2019.11.29-12.08;Kaunas (LTU);Junior RAW Erőemelő Európa Bajnokság
Férfi;RAW;Junior;Felhúzás;-120kg;Kujbus Balázs;KeletEreje Nyíregyháza;1998;115,30;310,0;2021.06.27;Budapest;Junior Férfi RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Junior;Felhúzás;120+kg;Seres Zoltán;KeletEreje Nyíregyháza;1995;129,40;332,5;2018.11.24-12.02;Kaunas (LTU);Junior RAW Erőemelő Európa Bajnokság
Férfi;RAW;Masters 1;Összetett;-59kg;Bali József;Gyulai Atlasz SE;1973;57,80;382,5;2019.04.06-07;Székesfehérvár;II.o. Masters RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 1;Összetett;-66kg;Tóth Ferenc;Pannónia Power;1966;65,70;467,5;2015.05.01-02;Tab;Masters RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 1;Összetett;-74kg;Karacs Péter;Tiszaújvárosi Fitness SE;1977;73,68;515,0;2020.03.09-14;Albi (FRA);Masters RAW Erőemelő Európa Bajnokság
Férfi;RAW;Masters 1;Összetett;-83kg;Hornyák Péter;Sirius Lifting SE;1979;81,70;655,0;2019.03.05-10;Győr;Masters RAW Erőemelő Európa Bajnokság
Férfi;RAW;Masters 1;Összetett;-93kg;Fekete Miklós;Sirius Lifting SE;1973;92,65;767,5;2021.07.07-13;Pilsen (CZE);Masters RAW Erőemelő Európa Bajnokság
Férfi;RAW;Masters 1;Összetett;-105kg;Menyhárt Péter;Attila Fitness SE;1973;102,20;692,5;2015.05.01-02;Tab;Masters RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 1;Összetett;-120kg;Pánisz László;Hajdúszoboszlói BSE;1972;117,95;772,5;2017.06.15-25;Minszk (BLR);Masters RAW Erőemelő Világbajnokság
Férfi;RAW;Masters 1;Összetett;120+kg;Bodnár István;Sebi Gym SE;1965;172,70;755,0;2014.05.16-18;Tab;Masters RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 1;Guggolás;-59kg;Bali József;Gyulai Atlasz SE;1973;57,80;125,0;2019.04.06-07;Székesfehérvár;II.o. Masters RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 1;Guggolás;-66kg;Tóth Ferenc;Pannónia Power;1966;65,70;157,5;2015.05.01-02;Tab;Masters RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 1;Guggolás;-74kg;Karacs Péter;Tiszaújvárosi Fitness SE;1977;73,68;185,0;2020.03.09-14;Albi (FRA);Masters RAW Erőemelő Európa Bajnokság
Férfi;RAW;Masters 1;Guggolás;-83kg;Fekete Miklós;AVAS TK;1973;82,60;235,0;2015.03.21-28;Pilsen (CZE);Masters RAW Erőemelő Európa Bajnokság
Férfi;RAW;Masters 1;Guggolás;-93kg;Fekete Miklós;Sirius Lifting SE;1973;92,65;270,0;2021.07.07-13;Pilsen (CZE);Masters RAW Erőemelő Európa Bajnokság
Férfi;RAW;Masters 1;Guggolás;-105kg;Menyhárt Péter;Attila Fitness SE;1973;102,20;252,5;2016.05.01;Tab;Masters RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 1;Guggolás;-120kg;Pánisz László;Hajdúszoboszlói BSE;1972;117,95;295,0;2017.06.15-25;Minszk (BLR);Masters RAW Erőemelő Világbajnokság
Férfi;RAW;Masters 1;Guggolás;120+kg;Papp Zsolt;PowerBuilder SE;1979;141,30;285,5;2021.06.27;Budapest;Masters Férfi RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 1;Fekvenyomás;-59kg;Bali József;Gyulai Atlasz SE;1973;57,80;92,5;2019.04.06-07;Székesfehérvár;II.o. Masters RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 1;Fekvenyomás;-66kg;Molnár Gábor;RKA Erőművek SE;1978;66,00;135,0;2019.04.06-07;Székesfehérvár;II.o. Masters RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 1;Fekvenyomás;-74kg;Karacs Péter;Tiszaújvárosi Fitness SE;1977;73,00;142,5;2019.03.05-10;Győr;Masters RAW Erőemelő Európa Bajnokság
Férfi;RAW;Masters 1;Fekvenyomás;-83kg;Gyuricska István;Ózdi SFC;1967;80,70;182,5;2014.05.16-18;Tab;Masters RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 1;Fekvenyomás;-93kg;Fekete Miklós;Sirius Lifting SE;1973;92,65;187,5;2021.07.07-13;Pilsen (CZE);Masters RAW Erőemelő Európa Bajnokság
Férfi;RAW;Masters 1;Fekvenyomás;-105kg;Kovács László;Tabi Fitnesz Klub;1974;104,95;175,0;2015.05.01-02;Tab;Masters RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 1;Fekvenyomás;-120kg;Tóth Géza;Attila Fitness SE;1972;114,00;202,5;2013.09.14;Tab;Masters Férfi RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 1;Fekvenyomás;120+kg;Bodnár István;Sebi Gym SE;1965;172,70;202,5;2014.05.16-18;Tab;Masters RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 1;Felhúzás;-59kg;Bali József;Gyulai Atlasz SE;1973;57,80;165,0;2019.04.06-07;Székesfehérvár;II.o. Masters RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 1;Felhúzás;-66kg;Tóth Ferenc;Pannónia Power;1966;65,70;200,0;2015.05.01-02;Tab;Masters RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 1;Felhúzás;-74kg;Solymosi Péter;Vasdisznó SE;1979;73,30;217,5;2021.06.26;Budapest;Masters Férfi RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 1;Felhúzás;-83kg;Hornyák Péter;Sirius Lifting SE;1979;81,70;265,0;2019.03.05-10;Győr;Masters RAW Erőemelő Európa Bajnokság
Férfi;RAW;Masters 1;Felhúzás;-93kg;Fekete Miklós;Sirius Lifting SE;1973;92,65;310,0;2021.07.07-13;Pilsen (CZE);Masters RAW Erőemelő Európa Bajnokság
Férfi;RAW;Masters 1;Felhúzás;-105kg;Menyhárt Péter;Attila Fitness SE;1973;102,20;285,0;2015.05.01-02;Tab;Masters RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 1;Felhúzás;-120kg;Pánisz László;Hajdúszoboszlói BSE;1972;118,00;315,5;2016.05.01;Tab;Masters RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 1;Felhúzás;120+kg;Papp Zsolt;PowerBuilder SE;1979;141,30;300,5;2021.06.27;Budapest;Masters Férfi RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 2;Összetett;-59kg;Görög László;Mérk Kinizsi SE;1963;58,45;315,0;2014.05.16-18;Tab;Masters RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 2;Összetett;-66kg;;;;;;;;
Férfi;RAW;Masters 2;Összetett;-74kg;Orosz László;Bátor Fitt Erőemelő Klub;1969;70,90;505,0;2019.03.05-10;Győr;Masters RAW Erőemelő Európa Bajnokság
Férfi;RAW;Masters 2;Összetett;-83kg;Ficzere Tamás;Sirius Lifting SE;1970;82,39;592,5;2021.07.07-13;Pilsen (CZE);Masters RAW Erőemelő Európa Bajnokság
Férfi;RAW;Masters 2;Összetett;-93kg;Ficzere Tamás;Sirius Lifting SE;1970;85,60;590,0;2020.09.12-13;Szombathely;Masters RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 2;Összetett;-105kg;Csepcsényi Bálint Zoltán;PowerBuilder SE;1968;103,10;590,0;2021.06.27;Budapest;Masters Férfi RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 2;Összetett;-120kg;Mamedov Iaman;Uralsport;1960;108,30;635,0;2015.05.01-02;Tab;Masters RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 2;Összetett;120+kg;Szolnoki Béla;Gyulai Atlasz SE;1969;123,90;702,5;2019.04.06-07;Székesfehérvár;II.o. Masters RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 2;Guggolás;-59kg;Görög László;Mérk Kinizsi SE;1963;57,95;110,0;2013.09.14;Tab;Masters Férfi RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 2;Guggolás;-66kg;;;;;;;;
Férfi;RAW;Masters 2;Guggolás;-74kg;Orosz László;Bátor Fitt Erőemelő Klub;1969;70,90;172,5;2019.03.05-10;Győr;Masters RAW Erőemelő Európa Bajnokság
Férfi;RAW;Masters 2;Guggolás;-83kg;Ficzere Tamás;Sirius Lifting SE;1970;82,39;217,5;2021.07.07-13;Pilsen (CZE);Masters RAW Erőemelő Európa Bajnokság
Férfi;RAW;Masters 2;Guggolás;-93kg;Ficzere Tamás;Sirius Lifting SE;1970;85,60;217,5;2020.09.12-13;Szombathely;Masters RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 2;Guggolás;-105kg;Csepcsényi Bálint Zoltán;PowerBuilder SE;1968;103,10;212,5;2021.06.27;Budapest;Masters Férfi RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 2;Guggolás;-120kg;Mamedov Iaman;Uralsport;1960;108,75;245,0;2016.10.15;Budapest;Masters RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 2;Guggolás;120+kg;Szolnoki Béla;Gyulai Atlasz SE;1969;123,90;270,0;2019.04.06-07;Székesfehérvár;II.o. Masters RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 2;Fekvenyomás;-59kg;Görög László;Mérk Kinizsi SE;1963;58,10;67,5;2019.03.05-10;Győr;Masters RAW Erőemelő Európa Bajnokság
Férfi;RAW;Masters 2;Fekvenyomás;-66kg;;;;;;;;
Férfi;RAW;Masters 2;Fekvenyomás;-74kg;Orosz László;Bátor Fitt Erőemelő Klub;1969;70,90;127,5;2019.03.05-10;Győr;Masters RAW Erőemelő Európa Bajnokság
Férfi;RAW;Masters 2;Fekvenyomás;-83kg;Ficzere Tamás;Sirius Lifting SE;1970;82,39;130,0;2021.07.07-13;Pilsen (CZE);Masters RAW Erőemelő Európa Bajnokság
Férfi;RAW;Masters 2;Fekvenyomás;-93kg;Bársony Attila;Sugó Power SE;1966;90,25;160,0;2016.10.15;Budapest;Masters RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 2;Fekvenyomás;-105kg;Moldován János;Gyulai Atlasz SE;1966;99,90;162,5;2017.05.20;Tab;Masters Férfi RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 2;Fekvenyomás;-120kg;Mamedov Iaman;Uralsport;1960;108,30;165,0;2015.05.01-02;Tab;Masters RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 2;Fekvenyomás;120+kg;Bodnár István;Orosházi Toldi SE;1965;164,25;187,5;2017.11.25;Kisbér;Masters RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 2;Felhúzás;-59kg;Görög László;Mérk Kinizsi SE;1963;57,95;140,0;2013.09.14;Tab;Masters Férfi RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 2;Felhúzás;-66kg;;;;;;;;
Férfi;RAW;Masters 2;Felhúzás;-74kg;Orosz László;Bátor Fitt Erőemelő Klub;1969;70,90;205,0;2019.03.05-10;Győr;Masters RAW Erőemelő Európa Bajnokság
Férfi;RAW;Masters 2;Felhúzás;-83kg;Fábri János;Gyulai Atlasz SE;1945;82,37;260,0;2015.06.05-14;Salo (FIN);Masters RAW Erőemelő Világbajnokság
Férfi;RAW;Masters 2;Felhúzás;-93kg;Ficzere Tamás;Sirius Lifting SE;1970;85,60;242,5;2020.09.12-13;Szombathely;Masters RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 2;Felhúzás;-105kg;Szathmáry Zoltán;Ogre Power Team SE;1967;103,80;250,0;2021.07.07-13;Pilsen (CZE);Masters RAW Erőemelő Európa Bajnokság
Férfi;RAW;Masters 2;Felhúzás;-120kg;Mamedov Iaman;Uralsport;1960;108,30;245,0;2014.05.16-18;Tab;Masters RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 2;Felhúzás;120+kg;Szolnoki Béla;Gyulai Atlasz SE;1969;123,90;292,5;2019.04.06-07;Székesfehérvár;II.o. Masters RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 3;Összetett;-59kg;;;;;;;;
Férfi;RAW;Masters 3;Összetett;-66kg;;;;;;;;
Férfi;RAW;Masters 3;Összetett;-74kg;Gerstmayer László;Bátor Fitt Erőemelő Klub;1950;70,60;340,0;2016.10.15;Budapest;Masters RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 3;Összetett;-83kg;Fábri János;Gyulai Atlasz SE;1945;82,37;540,0;2015.06.05-14;Salo (FIN);Masters RAW Erőemelő Világbajnokság
Férfi;RAW;Masters 3;Összetett;-93kg;Szarka Antal;BodyPower;1955;92,20;440,0;2021.06.26;Budapest;Masters Férfi RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 3;Összetett;-105kg;Lehotai Sándor;Delta TK;1959;102,46;545,0;2020.03.09-14;Albi (FRA);Masters RAW Erőemelő Európa Bajnokság
Férfi;RAW;Masters 3;Összetett;-120kg;Standinger István;Flex SE;1950;110,95;525,0;2015.05.01-02;Tab;Masters RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 3;Összetett;120+kg;Horváth Tibor;Delta Sárbogárd;1955;120,30;480,0;2019.03.05-10;Győr;Masters RAW Erőemelő Európa Bajnokság
Férfi;RAW;Masters 3;Guggolás;-59kg;;;;;;;;
Férfi;RAW;Masters 3;Guggolás;-66kg;;;;;;;;
Férfi;RAW;Masters 3;Guggolás;-74kg;Gerstmayer László;Bátor Fitt Erőemelő Klub;1950;70,60;90,0;2016.10.15;Budapest;Masters RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 3;Guggolás;-83kg;Zöld László;Európa 2024 SE;1958;80,60;173,0;2021.06.26;Budapest;Masters Férfi RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 3;Guggolás;-93kg;Szarka Antal;BodyPower;1955;92,20;150,0;2021.06.26;Budapest;Masters Férfi RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 3;Guggolás;-105kg;Lehotai Sándor;Delta TK;1959;103,48;212,5;2021.07.07-13;Pilsen (CZE);Masters RAW Erőemelő Európa Bajnokság
Férfi;RAW;Masters 3;Guggolás;-120kg;Standinger István;Flex SE;1950;109,81;175,0;2015.06.05-14;Salo (FIN);Masters RAW Erőemelő Világbajnokság
Férfi;RAW;Masters 3;Guggolás;120+kg;Horváth Tibor;Delta Sárbogárd;1955;120,30;160,0;2019.03.05-10;Győr;Masters RAW Erőemelő Európa Bajnokság
Férfi;RAW;Masters 3;Fekvenyomás;-59kg;;;;;;;;
Férfi;RAW;Masters 3;Fekvenyomás;-66kg;;;;;;;;
Férfi;RAW;Masters 3;Fekvenyomás;-74kg;Gerstmayer László;Bátor Fitt Erőemelő Klub;1950;70,60;110,0;2016.10.15;Budapest;Masters RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 3;Fekvenyomás;-83kg;Fábri János;Gyulai Atlasz SE;1945;82,37;107,5;2015.06.05-14;Salo (FIN);Masters RAW Erőemelő Világbajnokság
Férfi;RAW;Masters 3;Fekvenyomás;-93kg;Dr. Újvári Ernő;Flex SE;1948;85,80;110,0;2014.05.16-18;Tab;Masters RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 3;Fekvenyomás;-105kg;Szarka Antal;Orosházi Toldi SE;1955;99,25;112,5;2018.10.06-07;Orosháza;Masters Férfi RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 3;Fekvenyomás;-120kg;Standinger István;Flex SE;1950;104,50;127,5;2014.05.16-18;Tab;Masters RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 3;Fekvenyomás;120+kg;Horváth Tibor;Delta Sárbogárd;1955;120,30;130,0;2019.03.05-10;Győr;Masters RAW Erőemelő Európa Bajnokság
Férfi;RAW;Masters 3;Felhúzás;-59kg;;;;;;;;
Férfi;RAW;Masters 3;Felhúzás;-66kg;;;;;;;;
Férfi;RAW;Masters 3;Felhúzás;-74kg;Gerstmayer László;Bátor Fitt Erőemelő Klub;1950;70,60;140,0;2016.10.15;Budapest;Masters RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 3;Felhúzás;-83kg;Fábri János;Gyulai Atlasz SE;1945;82,37;260,0;2015.06.05-14;Salo (FIN);Masters RAW Erőemelő Világbajnokság
Férfi;RAW;Masters 3;Felhúzás;-93kg;Szarka Antal;BodyPower;1955;92,20;185,0;2021.06.26;Budapest;Masters Férfi RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 3;Felhúzás;-105kg;Lehotai Sándor;Delta TK;1959;100,90;251,0;2019.09.14-15;Sárbogárd;Masters RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 3;Felhúzás;-120kg;Standinger István;Flex SE;1950;110,95;230,0;2015.05.01-02;Tab;Masters RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 3;Felhúzás;120+kg;Horváth Tibor;Delta Sárbogárd;1955;120,30;190,0;2019.03.05-10;Győr;Masters RAW Erőemelő Európa Bajnokság
Férfi;RAW;Masters 4;Összetett;-59kg;;;;;;;;
Férfi;RAW;Masters 4;Összetett;-66kg;;;;;;;;
Férfi;RAW;Masters 4;Összetett;-74kg;Varga László;MAFC;1945;69,05;232,5;2016.10.15;Budapest;Masters RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 4;Összetett;-83kg;Fábri János;Gyulai Atlasz SE;1945;82,37;540,0;2015.06.05-14;Salo (FIN);Masters RAW Erőemelő Világbajnokság
Férfi;RAW;Masters 4;Összetett;-93kg;Hagymási János;Flex SE;1941;92,20;340,0;2015.05.01-02;Tab;Masters Férfi RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 4;Összetett;-105kg;Hagymási János;Fitness2000;1941;95,40;372,5;2013.09.14;Tab;Masters Férfi RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 4;Összetett;-120kg;Standinger István;Flex SE;1950;109,81;480,0;2020.03.09-14;Albi (FRA);Masters RAW Erőemelő Európa Bajnokság
Férfi;RAW;Masters 4;Összetett;120+kg;;;;;;;;
Férfi;RAW;Masters 4;Guggolás;-59kg;;;;;;;;
Férfi;RAW;Masters 4;Guggolás;-66kg;;;;;;;;
Férfi;RAW;Masters 4;Guggolás;-74kg;Varga László;MAFC;1945;69,05;72,5;2016.10.15;Budapest;Masters RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 4;Guggolás;-83kg;Fábri János;Gyulai Atlasz SE;1945;82,30;173,0;2019.03.05-10;Győr;Masters RAW Erőemelő Európa Bajnokság
Férfi;RAW;Masters 4;Guggolás;-93kg;Hagymási János;Flex SE;1941;92,20;140,0;2015.05.01-02;Tab;Masters Férfi RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 4;Guggolás;-105kg;Hagymási János;Fitness2000;1941;95,40;140,0;2013.09.14;Tab;Masters Férfi RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 4;Guggolás;-120kg;Standinger István;Flex SE;1950;109,81;150,0;2020.03.09-14;Albi (FRA);Masters RAW Erőemelő Európa Bajnokság
Férfi;RAW;Masters 4;Guggolás;120+kg;;;;;;;;
Férfi;RAW;Masters 4;Fekvenyomás;-59kg;;;;;;;;
Férfi;RAW;Masters 4;Fekvenyomás;-66kg;;;;;;;;
Férfi;RAW;Masters 4;Fekvenyomás;-74kg;Varga László;MAFC;1945;69,05;65,0;2016.10.15;Budapest;Masters RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 4;Fekvenyomás;-83kg;Fábri János;Gyulai Atlasz SE;1945;82,37;107,5;2015.06.05-14;Salo (FIN);Masters RAW Erőemelő Világbajnokság
Férfi;RAW;Masters 4;Fekvenyomás;-93kg;Mészáros Csaba;MAFC;1944;89,35;82,5;2016.10.15;Budapest;Masters RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 4;Fekvenyomás;-105kg;Hagymási János;Fitness2000;1941;95,40;60,0;2013.09.14;Tab;Masters Férfi RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 4;Fekvenyomás;-120kg;Standinger István;Flex SE;1950;109,81;110,0;2020.03.09-14;Albi (FRA);Masters RAW Erőemelő Európa Bajnokság
Férfi;RAW;Masters 4;Fekvenyomás;120+kg;;;;;;;;
Férfi;RAW;Masters 4;Felhúzás;-59kg;;;;;;;;
Férfi;RAW;Masters 4;Felhúzás;-66kg;;;;;;;;
Férfi;RAW;Masters 4;Felhúzás;-74kg;Varga László;MAFC;1945;69,05;95,0;2016.10.15;Budapest;Masters RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 4;Felhúzás;-83kg;Fábri János;Gyulai Atlasz SE;1945;82,37;260,0;2015.06.05-14;Salo (FIN);Masters RAW Erőemelő Világbajnokság
Férfi;RAW;Masters 4;Felhúzás;-93kg;Hagymási János;Flex SE;1941;92,20;150,0;2015.05.01-02;Tab;Masters Férfi RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 4;Felhúzás;-105kg;Hagymási János;Fitness2000;1941;95,40;172,5;2013.09.14;Tab;Masters Férfi RAW Erőemelő Magyar Bajnokság
Férfi;RAW;Masters 4;Felhúzás;-120kg;Standinger István;Flex SE;1950;109,81;220,0;2020.03.09-14;Albi (FRA);Masters RAW Erőemelő Európa Bajnokság
Férfi;RAW;Masters 4;Felhúzás;120+kg;;;;;;;;
Női;RAW;Open;Összetett;-47kg;Lehóczkyné Fawal Margit;Thor-PowerBuilder SE;1988;46,65;325,0;2017.06.03;Tab;Női RAW Erőemelő Magyar Bajnokság
Női;RAW;Open;Összetett;-52kg;Petróczki Magdolna;Body Power;1968;51,59;385,0;2015.06.05-14;Salo (FIN);RAW Erőemelő Világbajnokság
Női;RAW;Open;Összetett;-57kg;Lehóczkyné Fawal Margit;PowerBuilder SE;1988;54,00;385,0;2019.06.22;Ászár;Női RAW Erőemelő Magyar Bajnokság
Női;RAW;Open;Összetett;-63kg;Rozsnyai-Kovács Aletta;PowerBuilder SE;1999;62,66;462,5;2021.09.27;Halmstad (SWE);Junior Raw Erőemelő Világbajnokság
Női;RAW;Open;Összetett;-69kg;Sallai Eszter;PowerBuilder SE;2001;68,40;437,5;2021.05.29;Budapest;Női RAW Erőemelő Magyar Bajnokság
Női;RAW;Open;Összetett;-76kg;Tóth Enikő;Erőtér SE;1998;74,30;423,0;2021.05.29;Budapest;Női RAW Erőemelő Magyar Bajnokság
Női;RAW;Open;Összetett;-84kg;Bilicz Laura;PowerBuilder SE;1997;78,80;425,0;2019.11.29-12.08;Kaunas (LTU);Junior RAW Erőemelő Európa Bajnokság
Női;RAW;Open;Összetett;84+kg;Dr. Lombosi Melinda;RKA Erőművek SE;1978;132,36;539,5;2020.03.09-14;Albi (FRA);Masters RAW Erőemelő Európa Bajnokság
Női;RAW;Open;Guggolás;-47kg;Lehóczkyné Fawal Margit;Thor-PowerBuilder SE;1988;46,65;120,0;2017.06.03;Tab;Női RAW Erőemelő Magyar Bajnokság
Női;RAW;Open;Guggolás;-52kg;Petróczki Magdolna;Body Power;1968;51,40;135,0;2015.05.03;Tab;RAW Erőemelő Magyar Bajnokság
Női;RAW;Open;Guggolás;-57kg;Lehóczkyné Fawal Margit;PowerBuilder SE;1988;54,00;137,5;2019.06.22;Ászár;Női RAW Erőemelő Magyar Bajnokság
Női;RAW;Open;Guggolás;-63kg;Rozsnyai-Kovács Aletta;Vasdisznó Erőemelő SE;1999;62,66;162,5;2021.09.27;Halmstad (SWE);Junior Raw Erőemelő Világbajnokság
Női;RAW;Open;Guggolás;-69kg;Sallai Eszter;PowerBuilder SE;2001;68,40;160,0;2021.05.29;Budapest;Női RAW Erőemelő Magyar Bajnokság
Női;RAW;Open;Guggolás;-76kg;Tóth Enikő;Erőtér SE;1998;74,30;155,0;2021.05.29;Budapest;Női RAW Erőemelő Magyar Bajnokság
Női;RAW;Open;Guggolás;-84kg;Olajos Tünde;RKA Erőművek SE;1989;83,30;167,5;2019.06.22;Ászár;Női RAW Erőemelő Magyar Bajnokság
Női;RAW;Open;Guggolás;84+kg;Szabó Ágnes;Orosházi Toldi SE;1988;118,15;207,5;2018.11.24-12.02;Kaunas (LTU);RAW Erőemelő Európa Bajnokság
Női;RAW;Open;Fekvenyomás;-47kg;Lehóczkyné Fawal Margit;Thor-PowerBuilder SE;1988;46,65;75,0;2017.06.03;Tab;Női RAW Erőemelő Magyar Bajnokság
Női;RAW;Open;Fekvenyomás;-52kg;Nyers Mónika;Tabi Fitness Klub SE;1978;50,00;98,0;2021.05.29;Budapest;Női RAW Erőemelő Magyar Bajnokság
